prompt,prompt_len,target
"When in Rome, moan It was the nadir of a love affair, at the Stadio Olimpico in Roma on Sunday, that had endured much during its existence, but was perhaps not prepared for a midweek surrender at Juventus in a season that has so far seen more than its fair share of turmoil ",63,0
CRICKET: Pak in with chance to level series Leg-spinner Danish Kaneria claimed six wickets today to effect a Sri Lankan batting collapse and put Pakistan in a strong position heading into the final day of the second cricket Test.,47,0
"Clorox will give up Soft Scrub, Combat in deal with largest &lt;b&gt;...&lt;/b&gt; Clorox Co. said late Wednesday that it will exchange shares in a subsidiary for Henkel KGaA #39;s 29 percent stake in the Oakland consumer products giant.",68,0
"L.A. port complex to extend hours to ease congestion LONG BEACH, Calif. -- Cargo operations at the nation's largest port complex will be extended to nights and weekends in an effort to reduce traffic jams and air pollution, terminal operators said yesterday.",52,0
"Dow Jones to Buy MarketWatch for \$463 Mln Dow Jones  amp; Co., publisher of The Wall Street Journal, has agreed to buy online financial news provider MarketWatch Inc. for about \$463 million in a bid to boost its revenue from the fast-growing Internet advertising market.",63,0
"Vauxhall Production to Resume Production of Vauxhall cars will resume on Sunday following disruption caused by a shortage of components because of a strike by workers in Germany, it was announced tonight.",37,0
Women's Hoops Cruises America's Katie Smith reinjures her right knee early in a dominating 100-62 women's basketball victory over China on Sunday.,38,0
"Arson Suspected in Ohio Fire, Killing 10 COLUMBUS, Ohio - A suspected arson fire raced through an apartment complex in suburban Columbus on Sunday, killing 10 people who lived in the same apartment and forcing others to jump from third-story windows to escape.    At least 53 people were left homeless by the blaze in Prairie Township, which destroyed the building's roof and third floor, melted siding and left its wooden skeleton exposed...",94,1
"Government launches sale of 9.6 per cent stake in France Telecom France launched the sale of at least 9.6 per cent of France Telecom, a move that could raise up to \$7.1 billion US that will be used to help the French government reduce its national debt.",59,0
"Milosevic Lawyer Faces Trial Obstacles THE HAGUE, Netherlands - It's not easy being Slobodan Milosevic's lawyer.    Appointed two weeks ago to defend the former Yugoslav president against war crimes charges, British attorney Steven Kay's practiced poise and calm legal demeanor has, at times, given way to sheer frustration...",71,1
Jets Try to Keep Faith and Control Their Fate Coach Herman Edwards is concerned about what his players' dismal showing against one of the N.F.L.'s elite portends for the Jets' hopes of making the playoffs.,46,0
"Islamic group threatens to kill Italian hostages, sets deadline DUBAI : An Islamist group has threatened to kill two Italian women held hostage in Iraq if Rome does not withdraw its troops from the war-torn country within 24 hours, according to an internet statement.",53,1
Oil Above \$47 After New Record  SINGAPORE (Reuters) - Oil prices struck another record high  on Thursday and remained supported above \$47 by a fall in U.S.  crude stockpiles and threats by insurgents in Iraq against oil  facilities.,56,0
Zale Loss Widens Blames Hurricanes (Reuters) Reuters - Jewelry retailer Zale Corp. \said Tuesday its quarterly loss widened as its business took a\hit in the autumn from the string of hurricanes that battered\the U.S. Southeast and Puerto Rico.,55,0
"Delta Details Job Cuts Plan (Reuters) Reuters - Delta Air Lines Inc. , the No.\3 U.S. carrier, said on Sunday it will cut 2,000\aircraft-maintenance jobs, up to 3,100 customer-service jobs,\and between 1,600 and 1,800 supervisory and administrative\personnel as part of a previously announced plan to cut total\staffing by 7,000.",99,0
"South America Eyes EU-Style Integration (Reuters) Reuters - South American leaders on Wednesday\launched a regional integration pact they said would go beyond\rhetoric and usher in European-style unity, but only half the\future bloc's 12 presidents turned up to sign it.",60,1
"Third Oxfam Formula 1 Auction offers 24 items of Renault F1 Team memorabilia For the third year in succession, the Renault F1 Team is joining forces with Oxfam, the international development charity, to raise money for its work around the world.",53,0
Sudan #39;s other humanitarian crisis The country #39;s peace envoy says that negotiations will resume next month to end the north-south civil war. By Mike Pflanz  Contributor to The Christian Science Monitor.,47,1
"Bush May Mean Near-Term Gain, Later Pain for Blair British Prime Minister Tony Blair may be relieved at Iraq ally George W. Bush #39;s re-election but analysts and politicians say any near-term gain could soon give way to problems ",53,1
"Robbie Williams #39; Greatest Hits album to be available on memory &lt;b&gt;...&lt;/b&gt; Robbie Williams #39; upcoming Greatest Hits album will be available on memory card, according to label EMI. While the card will cost nearer 30, rather than the 12.",69,0
Canadians join in on criticism of FIG The rules seem to be the problem. The South Koreans are upset that the rules are too strict. The Americans are upset that the rules are being broken.,40,0
"Simple Telescopes Discover New Planet Astronomers using telescopes not much larger than the spyglass Galileo wielded 400 years ago have discovered a new Jupiter-sized planet orbiting a bright, distant star.",41,0
Kenyan Environmentalist Wins Nobel Peace Prize  OSLO (Reuters) - Kenyan environmentalist Wangari Maathai  became the first African woman to win the Nobel Peace Prize  Friday for aiding the continent's poor with a campaign to plant  millions of trees to slow down deforestation.,58,1
"Yasser Arafat  #39;very sick #39; RAMALLAH: Palestinian leader Yasser Arafat is  quot;very, very sick quot; and the ex-guerrilla who for decades symbolised a struggle for statehood is slipping in and out of consciousness, officials and medics said today.",67,1
"Experiment confirms existence of new electronic state in &lt;b&gt;...&lt;/b&gt; The existence of a new electronic state in superconductors, materials that can carry an electric current without resistance, has been confirmed experimentally according to research to be published in the 12 November 2004 issue of the journal Science by a ",74,0
"Warning over Internet Sales of Fake Viagra Half of the Viagra tablets bought on the internet could be fakes, research suggested today. Researchers analysed samples of the impotence drug bought online using ",36,0
Most Japanese Women Shun Birth Control Pill By AIKO HAYASHI    TOKYO (AP) -- Five years ago Japanese women's rights advocates won their battle to legalize the birth control pill. Now they are waging an even tougher fight - getting women to use it...,55,0
"11 killed in Philippines blast An explosion in a public market in the southern Philippines on Sunday killed at least 11 people and injured nearly 30 others, police said.",37,1
"Karzai Leads, 99 Pct of Afghan Votes to Be Counted  KABUL (Reuters) - With 99 percent of the votes still to be  counted in Afghanistan's presidential election, incumbent Hamid  Karzai has taken a lead many observers expect him to retain  right to the end of a marathon count.",68,1
"Hackers target Microsoft #39;s JPEG flaw In a sign of security threats to come, hackers have exploited a flaw in Microsoft programs and begun circulating a virus hidden in images that use the popular JPEG format.",44,0
"'New' giant ape found in DR Congo Scientists discover a new group of giant apes in central Africa, which could be a new species of primate.",31,0
"Steroid users will get slap on wrist Who is Barry Bonds trying to kid? The San Francisco Giants #39; slugger, who in 2001 whacked 73 home runs to set a new, single-season record, reportedly told investigators that he unknowingly took ",60,0
"Lyon Back to Its Winning Ways Against Nantes  PARIS (Reuters) - Olympique Lyon returned to its  characteristic winning ways Saturday, beating Nantes 2-0 to  strengthen its Ligue 1 lead.",42,0
"Suicide bombing kills seven Marines in Iraq; Medical tests confirm &lt;b&gt;...&lt;/b&gt; A suicide attacker sped up to a US military convoy outside Fallujah and detonated an explosives-packed vehicle on Monday, killing seven Marines ",56,1
"Intel to unveil 1066MHz FSB Pentium 4EE CPU this week Intel plans to unveil its first Pentium 4 Extreme Edition (EE) processor compatible with a 1066MHz front side bus (FSB) this week, according to sources at Taiwan motherboard makers.",60,0
"Hamm faces Yang for gold in high court of sports The disputed Olympic gold medal is wrapped in a pair of white socks in Paul Hamm #39;s parents #39; house in Waukesha, Wis. Whether that medal stays there is up to the Court of Arbitration for Sport in Lausanne, Switzerland ",64,0
"Chirac says French troops will stay in Ivory Coast Jacques Chirac has ruled out any withdrawal of French troops from Ivory Coast, despite unrest and anti-French attacks, which have forced the evacuation of thousands of Westerners.",45,1
"Bourque, Coffey, Murphy enter hockey hall It #39;s hard to imagine a more deserving trio of defensemen being inducted into the Hockey Hall of Fame on the same slate again. The addition of Ray Bourque, Paul ",49,0
"Yankees Rally to Win Game 2 Over Twins NEW YORK - Alex Rodriguez hit a tying double in the 12th inning, then Derek Jeter dashed home on Hideki Matsui's sacrifice fly and the Yankees bailed out Mariano Rivera with another improbable postseason comeback, beating Minnesota 7-6 Wednesday night to even their series at a game apiece.   ""Alex had a little trouble settling in here, but when you do this at Yankee Stadium in a postseason game, especially coming from behind, God only knows what it's going to do for him,"" New York manager Joe Torre said...",123,1
Stocks to Gain from Tax-Related Spending? (Reuters) Reuters - Investors are heading into a quarter\that will likely favor small- and mid-cap stocks as corporate\profits rise and businesses rush to take advantage of a tax\break designed to give a lift to small manufacturers.,58,0
"Update 1: Russia Doesn #39;t Intend to Nationalize Yukos The Russian government does not intend to nationalize the Yukos oil company, but state-owned organizations will be able to bid if the embattled company #39;s assets are put up for auction, President Vladimir Putin said Friday.",67,0
"Include party financing in corruption legislation - Munroe Government senator Professor Trevor Munroe, and a lobbyist for party financing regulation, yesterday described its omission from amended corruption legislation as  quot;a glaring gap quot;, saying it could serve to further the influence of big business and the drug ",58,1
Microsoft Investigates Reports of New Internet Explorer Hole Yet another security flaw reported for popular Web browser.,20,0
"Lofty Fuel, Low Fares Batter Airlines  CHICAGO (Reuters) - The twin burdens of soaring fuel prices  and slipping airfares clobbered the airline industry again in  the third quarter, leaving three of the top four U.S. carriers  to post quarterly losses on Wednesday.",61,0
Google Co-Founders to Sell Company Shares (AP) AP - Google Inc. co-founders Larry Page and Sergey Brin each plan to sell up to 7.2 million shares of their stock in the online search engine leader during the next 18 months  #151; divestitures that would generate windfalls of more than  #36;1 billion apiece at current market prices.,84,0
"Shrek creator makes dream debut Spurred on by a large, green ogre, buoyed by a school of wise-cracking fish and with a podgy superhero helping its cause, DreamWorks Animation yesterday saw its share price rise by 41 on its first day of trading.",57,0
Arrest Made in Cisco Source Code Theft (PC World) PC World - Suspect accused of stealing and distributing source code over the Internet.,28,0
"Israel Missile Strike Kills Hamas Leader (AP) AP - An Israeli aircraft fired two missiles at a vehicle traveling in the Gaza Strip late Thursday, killing two people including a senior Hamas member at the top of Israel's most-wanted list, a spokesman for the militant group said.",57,1
SEC Bars Some Mutual Fund Fees  WASHINGTON (Reuters) - The U.S. Securities and Exchange  Commission barred U.S. mutual funds on Wednesday from  channeling brokerage commissions toward Wall Street firms based  on their promotion of the funds' shares.,53,0
"Amazon offers 1.57 discount to A9 search users Online retailer Amazon.com is offering a 1.57 shopping discount to registered users of its new A9 Web search service as a way to increase A9 use and promote buying on Amazon, the company #39;s Web site showed Friday.",66,0
"A Middle East Opening With a hard-fought election behind us, the United States is now free to refocus its energies on the myriad problems that have a direct impact on its security and destiny.",40,1
"Poulter wins Volvo Masters in playoff Ian Poulter of England won the Volvo Masters on Sunday, beating Sergio Garcia with a par on the first playoff hole. Garcia missed a 3-foot putt on the final hole of regulation that would have given the Spaniard the victory.",55,0
"Magpies top UEFA group, Hearts out Newcastle ensured their place as top seeds in Friday #39;s third round UEFA Cup draw after holding Sporting Lisbon to a 1-1 draw at St James #39; Park.",48,0
"French president: Britain got little for supporting US in Iraq? &lt;b&gt;...&lt;/b&gt; Britain got very little in return for supporting the US-led invasion of Iraq, and US policies make it all but impossible for anyone to act as a bridge between Washington and Europe, French President Jacques Chirac said in an interview published Tuesday.",76,1
"Bill Gates: U.S. Need Not Fear Overseas Tech  BERKELEY, Calif. (Reuters) - The United States has nothing  to fear from rapidly growing technology markets in China and  India, Bill Gates, chairman and chief software architect of  Microsoft Corp. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=MSFT.O qtype=sym infotype=info qcat=news""&gt;MSFT.O&lt;/A&gt; said on Friday.",115,0
Holiday Tech Buying Guide Fast Forward columnist Rob Pegoraro hosts the third in a series of discussions on The Washington Post's holiday tech buying guide and answer your personal tech questions.,37,0
"Google's New Program Searches Hard Drives (AP) AP - Online search engine leader Google Inc. is setting its sights on the computer desktop with a new software program that promises to scour through the clutter of documents, e-mails, instant messages and other files stored on hard drives.",58,0
"Time Warner profit falls New York  Reuters News Service, 4 November 2004 - Time Warner yesterday posted an 8 drop in quarterly net profit as it set up a \$500 million legal reserve related to accounting probes at its America Online division and said it will restate results ",62,0
"Sadr calls for ceasefire government forces and will soon unveil plans to pursue his goals through politics rather than conflict, aides say. this year, to renounce violence and to enter the political arena ahead of elections due to be held in January.",48,1
"third quarter piles up losses for insurers New York - The property insurance industry sustained record third-quarter losses this year after a series of storms, according to an actuarial firm #39;s preliminary estimate.",43,0
"Exam board clears Harry London, Oct. 16: Prince Harry was cleared yesterday of cheating in his art A-level by the examination board that set and marked his papers.",37,1
"U.S. Urges Israel to Smooth Way for Palestinian Vote  RAMALLAH, West Bank (Reuters) - A U.S. envoy said before a  visit by Secretary of State Colin Powell on Sunday that Israel  should take steps to smooth the way for a Palestinian  presidential election set for Jan. 9.",68,1
"Clashes break out in Najaf, but government says it hopes to &lt;b&gt;...&lt;/b&gt; By Abdul Hussein Al-Obeidi, Associated Press, 8/22/2004 15:32. NAJAF, Iraq (AP) Explosions and gunfire shook Najaf #39;s Old City on Sunday in a fierce battle between US forces and Shiite militants, as negotiations ",98,1
"Argentina takes basketball gold, US settles for bronze ATHENS--Argentina was crowned Olympic men #39;s basketball king Saturday night as it eased to a 84-69 victory over Italy in the gold medal game at Olympic Indoor Hall.",51,0
Pirlo #39;s strike gives Milan victory Andrea Pirlo #39;s superb 20th minute strike gave Italian champions AC Milan a 1-0 win at Cagliari to keep them within three points of Serie A leaders Juventus.,52,0
Karzai vows to bring Afghan peace Cheney and Rumsfeld are two of the most hawkish members of President George W. Bush #39;s cabinet and key architects of the. Washington-backed war that overthrew the Taliban in the wake of the ,54,1
"We are open to UN inspectors, says Iraq BAGHDAD: UN nuclear inspectors are welcome to return, an Iraqi minister said on Tuesday in response to concerns of an apparent systematic dismantlement of Saddam Husseins once-vigorous nuclear programme.",49,1
Osama Bin Laden is back: reports A new audiotape reportedly of Osama bin Laden appeared on Arabic Web sites. The voice on the tape says current instability in Saudi Arabia due to the regime there.,41,1
Cairo security beefed up after Sinai blasts Cairo - Egyptian police were deployed in force around tourist attractions in Cairo on Saturday after a string of deadly bombings in the Sinai peninsula.,35,1
Al-Zarqawi group says kidnapped Japanese in Iraq: website DUBAI : The Islamic militant group of Abu Mussab al-Zarqawi said in a video shown on the Internet it had taken a Japanese citizen hostage in Iraq and threatened to execute him if Tokyo does not withdraw its troops from Iraq in 48 hours.,67,1
"'Soft Money' Groups Face New Ground Rules (AP) AP - Interest groups spending big donations on ads and voter outreach in the presidential race will face new limits after the fall election under rules approved by federal regulators. Campaign watchdogs criticized them as too little, too late.",56,1
"Megawati refuses to concede defeat Megawati Sukarnoputri has declined to concede defeat in Indonesia #39;s first direct presidential election, although with most votes counted, she is too far ",41,1
Activision Nails Second Quarter The video game publisher blows away expectations and ups the ante for fiscal 2005.,25,0
"Murphy sizzles again as Skaife fizzles GREG MURPHY yesterday emphatically laid his claim for a fourth Bathurst crown, while four-time winner Mark Skaife experienced one of his worst days at the circuit.",43,0
"Homers by Pujols, Rolen Power Cards to Victory Albert Pujols and Scott Rolen hit back-to-back home runs in the eighth inning to lead the St Louis Cardinals to a 6-4 win over the Houston Astros in Game Two of the NL Championship Series at Busch Stadium on Thursday.",63,0
"Web-Based Tool Helps Voters Find Polls (AP) AP - With most states reporting massive new voter registrations and many political observers worrying about potential voter confusion and allegations of fraud on Nov.2, one organization has created a web-based tool to answer questions and provide information.",56,0
"US to Consider Limiting Pants Imports From China The Bush administration, sending another signal that it intends to limit imports of clothing from China next year, announced yesterday that it will consider a request by the US textile industry ",43,0
"Microsoft releases Virtual PC 7 (MacCentral) MacCentral - First introduced on Jan. 6, 2004, Microsoft Corp.'s Macintosh  Business Unit on Tuesday will announce the release of Virtual PC 7 for  the Mac. Among the many new features, company executives boast about a  10 percent to 30 percent increase in performance and support for  Apple's Power Mac G5.",87,0
"Ex-soldier, warlord becomes Somali leader A former soldier, rebel and warlord was sworn in Thursday as the new president of Somalia in the latest attempt to unite the nation under a central government for the first time since 1991.",51,1
U.S. Oil Hits \$50 on Nigeria Supply Fears  NEW YORK (Reuters) - U.S. oil prices reached a record \$50 a  barrel on Monday as Nigeria emerged as the latest focus for  worries about supply in an already tight worldwide energy  market.,60,0
"Microscopic Diamond Found in Montana (AP) AP - The bright green rocks jutting through the prairie soil were hard to miss, but Tom Charlton still couldn't believe his eyes. It was kimberlite, the molten rock in which diamonds are found, and preliminary tests had yielded a microscopic diamond.",62,0
"U.S. Bombs Suspected Rebel Site in Iraq (AP) AP - U.S. aircraft bombed a suspected rebel safehouse Thursday in the insurgent stronghold of Fallujah, killing two people, the U.S. military and witnesses said.",53,1
"Try over-the-counter drug for arthritis People taking Vioxx may feel betrayed now that the popular painkiller and arthritis medicine has been pulled from the market. Merck, the manufacturer of the drug, and the US Food and Drug Administration knew ",50,0
"Oracle makes \$9.2 billion take-it-or-leave-it PeopleSoft offer The Oracle-PeopleSoft takeover battle may have finally entered its endgame, with Oracle Corp upping its bid and for the first time imposing a deadline for PeopleSoft Inc shareholders to accept it.",58,0
"S. Africa #39;s Mbeki wraps up Ivory Coast peace talks with four &lt;b&gt;...&lt;/b&gt; ABIDJAN (AFP) - South African President Thabo Mbeki wrapped up a four-day peace-making trip to the Ivory Coast, saying that all parties in the divided west African nation have agreed to four proposals including key political reforms to put the country ",89,1
Army demolishes terror hide-outs PAKISTAN #39;S army backed by artillery and helicopter gunships demolished some  quot;terrorist hideouts quot; in an offensive against foreign militants but failed to capture a former Guantanamo Bay prisoner accused of targeting security forces in a tense tribal region ,63,1
Giants Slip and Vanish in a Torrent of Turnovers The Giants coughed up three straight second-quarter turnovers and dissolved in a torrent of penalties in a baffling loss at Giants Stadium.,37,0
"Text Message Leads Police to Killers (AP) AP - A Belgian teenager fired off a mobile phone text message to her father that his live-in girlfriend was trying to kill her in a plea for help just before she died, authorities said.",49,1
Klitschko to defend title against Williams LONDON - Danny Williams has earned a heavyweight title shot nearly three months after derailing Mike Tysons comeback. Williams will fight World Boxing Council champion Vitali Klitschko in New York on Dec. 11.,53,0
"LSI Logic Warns LSI Logic (LSI ) says based on customer reassessment of end demand for the second half of the year, it lowered the \$435 million to \$465 million third-quarter revenue guidance to \$370 million to \$400 million, and cut the breakeven to 3-cent third-quarter ",77,0
"Healthy-scratch Hull leaves practice in a huff ST. PAUL, Minn. - A winner of the World Cup of Hockey tournament has yet to be crowned, but newly signed Coyotes player Brett Hull already is assured an award - Most Unhappy Player.",51,0
"Microsoft Shares Office Source Code Facing growing competition from open source software providers, Microsoft has decided to allow governments and international organizations access to source code for its Office 2003 productivity suite.",39,0
"Coke Enterprises NEW YORK (CBS.MW) -- Coca-Cola Enterprises managed to top its recently lowered third quarter profit outlook by a tad, but slumping sales and volume tugged its bottom line lower and should keep the bottler in the soup for the rest of the year.",57,0
Bush Pledges Strong-Dollar Policy (AP) AP - President Bush pledged Wednesday to work with Congress to reduce the government's huge budget deficit as a key step in assuring the world that his administration supports a strong dollar.,47,1
"Labor Vows to Consider Change, but Rebel Voices Discontent The president of the AFL-CIO announced Wednesday that organized labor, facing the second term of an administration it fought hard to beat in last week #39;s election, would ",50,0
Earthquake Hits Mount St. Helens Scientists from the US Geological Survey report that small earthquakes have registered about once a minute for the past several weeks.,29,0
"Kraft Foods Orders Up Healthier Array of Snacks By DAVE CARPENTER    NORTHFIELD, Ill. (AP) -- These are the times that try cookie makers' sales...",37,0
"Aristide 'wants Haiti elections' The former President of Haiti, Jean-Bertrand Aristide, calls for free and fair elections in his country.",31,1
"African Union agrees to send more troops and civilian police to Darfur (Canadian Press) Canadian Press - ADDIS ABABA, Ethiopia (AP) - The African Union's Peace and Security Council voted Wednesday to boost the number of peacekeepers in Sudan's Darfur region and send a contingent of civilian police to monitor efforts to end violence that has driven more than 1.5 million people from their homes.",82,1
"Shenzhou VI space outfits light, removable Space outfits for China #39;s second manned space flight capsule  quot;Shenzhou VI, quot; scheduled to launch in September next year, will be lighter and removable, the Beijing Morning Post reported.",52,0
"Howard states fourth term agenda \Australian PM John Howard will focus on beating terrorism and economic reforms, as he begins his fourth term.",27,1
"Kufuor's Party Strengthens Majority in Ghana  ACCRA, Dec 11 (Reuters) - The governing party in Ghana  widened its majority in parliament at elections last week which  also gave President John Kufuor a second and final four-year  mandate in the world's number two cocoa grower.",69,1
"Kasprowicz #39;s double strike puts Aussies on top Brisbane, Australia: Australia grabbed two key wickets to have New Zealand on the defensive on the opening morning of the first cricket Test at the Gabba in Brisbane on Thursday.",51,0
Web site pictures Photo iPod for holidays A Mac news site says iPods that display digital photos may be under Christmas trees this year.,27,0
"Bush Mocks Kerry for 'Changing Positions' on Iraq (Reuters) Reuters - President Bush on Monday\mocked his Democratic rival John Kerry for shifting his\positions on Iraq so many times he could ""debate himself"" in\this week's face-off between the two candidates.",58,1
"Ford May Again Help Parts Maker Visteon  WASHINGTON (Reuters) - Ford Motor Co. may again help its  former unit Visteon Corp., but the struggling parts maker has  some hard decisions to make first, Ford Chairman and Chief  Executive Bill Ford Jr. said Wednesday.",59,0
Freddie Mac Begins Paying Former CEO Home mortgage firm Freddie Mac on Friday said it began paying previously owed compensation to its former chairman and chief executive Leland C. Brendsel after a federal court lifted a government freeze order on the funds during a pending accounting ,50,0
"Suicide car bombs kill 20 Iraqis BAGHDAD/FALLUJA, OCT 23: A suicide car bomb exploded near a US marine base in western Iraq on Saturday, killing 16 Iraqi policemen and wounding up to 40.",53,1
"Chip Maker SMIC Boosts Capacity and Profits Chip maker SMIC experienced healthy growth  quot;primarily due to our increase in capacity and increased demands of our customers for wafers, quot; said company chairman Richard Chang.",44,0
Microsoft Windows XP SP2 ready to auto-roll NEOWIN TELLS us that Windows XP Service Pack 2 automatic delivery service is now to be launched on the 25th of August - that #39;s tomorrow.,49,0
"Democratic faithful see omens pointing to Kerry win A lunar eclipse. A World Series victory after 86 years for the Boston Red Sox. For the Democratic faithful, it was an unmistakable omen: Senator John Kerry, locked for weeks in a dead heat with US President George W. Bush, now had the stars on his side.",67,0
Long-necked hunter found in China The remains of a 230-million-old marine reptile with fangs and a long neck have been unearthed in southeast China. The creature #39;s 1.7m-long neck was almost twice as long as its trunk which measured less than one metre in length.,67,0
Cink Excels at NEC Stewart Cink used a 2-under 68 on Saturday to extend his lead at the NEC Invitational to five shots while Tiger Woods and David Toms faded.,40,0
"Favre Injures His Non-Throwing Shoulder (AP) AP - No stranger to injuries, Brett Favre can add another ailment to his list: a bum left shoulder to go with a bruised left hamstring.",43,0
"From start to finish, it was always USC You often see thoroughbred horses do it. Baseball teams have jumped out ahead in the standings and stayed there all the way through to a World Series victory.",41,0
"Software As a Service Is Poised for Rebound (Ziff Davis) Ziff Davis - The services we once expected from ASPs are back, but now we refer to them as business process outsourcing.",42,0
"Bryant, Jackson at 'psychological war' Phil Jackson called his relationship with Kobe Bryant at times a  quot;psychological war quot; and sought to trade his star guard in January, according to a diary by the former Lakers coach.",47,0
"Utah Jazz: Russia trip cancelled Citing safety concerns, NBA commissioner David Stern announced Friday that the Jazz #39;s scheduled preseason game against CSKA Moscow on Oct. 8 in the Russian capital has been cancelled.",46,0
"The theory behind the theory There is a distinction between the layman #39;s use of the term theory and the word #39;s meaning in the scientific world. That distinction seems lost in Cobb County, where thousands of dollars have been spent as ",54,0
Jones Leads Cowboys to Stunning Win Over Seahawks Julius Jones scored on a 17-yard touchdown run with 37 seconds left as the Dallas Cowboys scored two touchdowns in the last two minutes to stun the Seattle Seahawks 43-39 in the National Football League Monday.,57,0
"Russian Forces Storm School; 7 Killed BESLAN, Russia - At least seven people were killed and 310 others wounded Friday, reports said, after commandos stormed a school in southern Russia where hundreds had been held hostage for three days by rebels strapped with explosives.    Troops killed five of the hostage-takers but 13 others escaped, the ITAR-Tass news agency said...",83,1
"Gov't shells out billions on outside consultants (AFP) AFP - The government spent 1.75 billion pounds last year to hire outside consultants, some of who were paid roughly 10 times that of a civil servant doing same job.",51,1
"Factory, Construction Data Show Growth US factory growth stayed strong in September, according to reports on Friday, while construction spending hit a record high in August for a seventh month in a row, showing the economy #39;s expansion remains solid.",50,0
Google Wins in Suit Over Ads Google Inc. won a major legal victory yesterday when a federal judge ruled that the Internet search engine's advertising policy does not violate federal trademark laws.,37,0
TI Working on Television Chip for Phones for 2007 (Reuters) Reuters - Texas Instruments Inc. \has begun developing a chip that could bring television shows\to mobile phone screens in three years.,43,0
"A ball of fire, then bloodshed MADRID -- A ball of fire erupts from a train car, smothering commuters with smoke, and littering the platform with bodies and blood in a chilling security-camera videotape of the March 11 train bombings broadcast yesterday by a Spanish station.",59,1
"RBI dy governor Mohan to be finance secy (Reuters) Reuters - The government named Reserve Bank of India deputy governor Rakesh Mohan as the country's new finance secretary, an official statement said on Tuesday.",44,1
"McCain: 'No Confidence' in Rumsfeld (AP) AP - U.S. Sen. John McCain said Monday that he has ""no confidence"" in Secretary of Defense Donald Rumsfeld, citing Rumsfeld's handling of the war in Iraq and the failure to send more troops.",63,1
"Group to Propose New High-Speed Wireless Format (Reuters) Reuters - A group of technology companies\including Texas Instruments Inc. (TXN.N), STMicroelectronics\(STM.PA) and Broadcom Corp. (BRCM.O), on Thursday said they\will propose a new wireless networking standard up to 10 times\the speed of the current generation.",78,0
"Investment in private spaceflight field lags enthusiasm by public LONG BEACH, Calif. - It was billionaire Paul Allen #39;s \$20 million that allowed Burt Rutan to build SpaceShipOne, the first privately financed manned rocket to reach space.",52,0
"Critical JPEG security flaw leaves Windows users vulnerable Microsoft issued a patch for what it says is a  quot;critical quot; security flaw in the way Windows programs handle JPEG images. According to a security bulletin accompanying the patch, the flaw ",48,0
Soccer: Carsley equaliser frustrates Newcastle NEWCASTLE : Everton underlined their re-emergence as an English Premiership force after Lee Carsley struck a stunning equaliser to earn a 1-1 draw at Newcastle United.,47,0
"Indonesian cleric charged over Bali bombings  quot;He is charged for having a part in the Bali incident, quot; state prosecutor Andi Herman told Reuters on Saturday. bombing attack at the US-run JW.",43,1
US launches attack on Bigley terrorists American forces in Iraq launched a fresh offensive today against the terrorists responsible for the murder of British hostage Ken Bigley and two US captives.,35,1
"USC and Miami Atop First BCS Standings Southern California took the top spot Monday in the season's first Bowl Championship Series standings, but surprisingly Miami is ahead of Oklahoma in a close race for the second spot.    Oklahoma is No...",49,1
In pictures: Russian school battle A battle erupts in North Ossetia as Russian troops storm a school where hundreds of children had been taken hostage.,31,1
NetSuite Urges Users to Upsell ASP NetSuite this week unveiled the latest version of its hosted applications suite with a focus on  quot;upsell quot; and e-commerce functionality.,40,0
"BMW Unveils World's Fastest Hydrogen-Powered Car (Reuters) Reuters - German luxury carmaker BMW unveiled the\world's fastest hydrogen-powered car at the Paris auto show on\Wednesday, dubbed the H2R, capable of exceeding 300 kilometers\(185 miles) per hour.",65,0
"U.S. might reconsider sanctions on Indian scientists (Reuters) Reuters - The Bush administration might reconsider sanctions imposed on two Indian scientists for alleged nuclear cooperation with Iran if New Delhi offers ""significant and convincing"" proof they were not involved, a senior U.S. official said on Thursday.",59,1
"Putin calls for elimination of elections for key posts Portraying it as a means of combating terrorism, Russian President Vladimir Putin yesterday outlined a plan to eliminate popular elections of governors and individual ",38,1
"Peace Prize a well-deserved honour Sometimes what at first seems like a minor change can actually signal major shift in understanding. Last week, Kenyan deputy environment minister Wangari Maathai won the Nobel Peace Prize - a wonderful achievement for two reasons.",49,1
"Soccer Club to Be Charged With Murder Police plan to file murder charges against Sao Caetano club officials for the death of defenseman Serginho, who collapsed on the field and died of heart failure last month.",43,1
"Two Issues Stalling Intel Overhaul Bill (AP) AP - Two issues have House Republicans tied in a knot on the intelligence bill President Bush says he wants: military control of spy satellites and provisions that, some lawmakers say, let terrorists shield themselves with claims of political asylum.",56,1
"Mondavi to sell off luxury wine brands In the latest act of Napa Valley #39;s continuing King Lear saga, Robert Mondavi Corp. said Tuesday it plans to sell off its luxury wine brands, including the original Robert Mondavi Winery that made the company famous.",56,0
"Deadly Typhoon Claims 55 Lives in Japan Japan's deadliest storm in more than a decade unleashed flash floods that washed away entire hillsides, killing 55 people and leaving at least 24 people missing before it veered east into the Pacific Ocean on Thursday.",56,1
